sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	standard-plus	item-note	fulfillment-center-id	product-tax-code	leadtime-to-ship	merchant_shipping_group_name
UNI_C-7464	678285170406	3	76.8	68.67	103.87	11	0	a							30	
UNI_C-7465	678285170413	3	52.83	47.28	71.34	11	0	a							30	
UNI_C-7466	678285170420	3	52.83	47.28	71.34	11	0	a							30	
UNI_C-7467	678285170437	3	39.18	35.09	52.81	11	0	a							30	
UNI_4CH-950	678285240109	3	24.87	22.31	33.4	11	0	a							30	
UNI_C-7468	678285171069	3	55.88	50.0	75.48	11	0	a							30	
UNI_C-7469	678285170444	3	36.18	32.41	48.75	11	0	a							30	
UNI_C-7482-4	678285171366	3	250.93	224.15	340.19	11	0	a							30	
UNI_S-0170	678285600071	3	10.72	9.68	14.19	11	0	a							30	
UNI_C-4339	678285140218	3	20.28	18.21	27.16	11	0	a							30	
UNI_C-4332	678285140195	3	15.94	14.34	21.27	11	0	a							30	
UNI_C-7400	678285170048	3	32.26	28.91	43.43	11	0	a							30	
UNI_4CH-50	678285240079	3	23.83	21.39	31.99	11	0	a							30	
UNI_5CH-502	678285150354	3	24.45	21.94	32.83	11	0	a							30	
UNI_FS-2002	678285400015	3	66.77	59.72	90.26	11	0	a							30	
UNI_FS-2003	678285400022	3	88.91	79.49	120.3	11	0	a							30	
UNI_FS-2004	678285400039	3	111.26	99.45	150.64	11	0	a							30	
UNI_FS-2005	678285400046	3	138.03	123.35	186.97	11	0	a							30	
UNI_FS-2006	678285300056	3	159.33	142.36	215.87	11	0	a							30	
UNI_C-7477-4	678285171359	3	134.27	119.99	181.86	11	0	a							30	
UNI_FG-2417	678285300193	3	18.82	16.91	25.19	11	0	a							30	
UNI_7CH-32	678285270014	3	31.35	28.1	42.19	11	0	a							30	
UNI_8CH-950	678285280044	3	38.17	34.19	51.45	11	0	a							30	
UNI_8CH-951	678285280099	3	39.08	35.0	52.68	11	0	a							30	
UNI_C-4349	678285140263	3	30.97	27.76	41.68	11	0	a							30	
UNI_C-5315	678285150446	3	10.24	9.25	13.54	11	0	a							30	
UNI_C-6660	678285160254	3	40.24	36.04	54.26	11	0	a							30	
UNI_C-7468-4	678285171304	3	209.54	187.2	284.02	11	0	a							30	
UNI_FG-3019	678285300285	3	24.55	22.02	32.96	11	0	a							30	
UNI_FG-3015	678285300261	3	14.96	13.46	19.94	11	0	a							30	
UNI_FG-3016	678285300278	3	14.47	13.02	19.28	11	0	a							30	
UNI_FG-3011	678285300230	3	17.63	15.85	23.57	11	0	a							30	
UNI_FG-3012	678285300247	3	18.71	16.81	25.04	11	0	a							30	
UNI_FG-3013	678285300254	3	22.83	20.49	30.62	11	0	a							30	
UNI_C-9419	678285190084	3	91.9	82.16	124.37	11	0	a							30	
UNI_S-1900	678285600118	3	17.73	15.94	23.7	11	0	a							30	
UNI_C-9410	678285190060	3	56.29	50.36	76.03	11	0	a							30	
UNI_UHD-SR135	678285190305	3	97.54	87.2	132.02	11	0	a							30	
UNI_C-9415	678285190077	3	73.84	66.04	99.86	11	0	a							30	
UNI_C-6405	678285160025	3	48.74	43.63	65.79	11	0	a							30	
UNI_6CH-941	678285260107	3	24.65	22.11	33.09	11	0	a							30	
UNI_6CH-940	678285260091	3	23.4	21.0	31.4	11	0	a							30	
UNI_6CH-942	678285260114	3	32.92	29.5	44.32	11	0	a							30	
UNI_8CH-60	678285280013	3	58.79	52.6	79.43	11	0	a							30	
UNI_SC3-SR70	678285190343	3	54.87	49.1	74.11	11	0	a							30	
UNI_C-5431	678285150200	3	23.95	21.49	32.14	11	0	a							30	
UNI_7CH-322	678285270021	3	22.94	20.59	30.77	11	0	a							30	
UNI_SC3-SR100	678285190350	3	74.26	66.41	100.43	11	0	a							30	
UNI_C-7330	678285171083	3	21.13	18.98	28.32	11	0	a							30	
UNI_C-4315	678285140706	3	17.18	15.45	22.96	11	0	a							30	
UNI_FG-1224	678285300117	3	9.08	8.21	11.96	11	0	a							30	
UNI_C-4345	678285140232	3	33.12	29.68	44.59	11	0	a							30	
UNI_C-4346	678285140249	3	26.65	23.9	35.81	11	0	a							30	
UNI_C-4347	678285140256	3	32.16	28.83	43.29	11	0	a							30	
UNI_C-4340	678285140225	3	18.02	16.2	24.1	11	0	a							30	
UNI_C-7425	678285170215	3	21.96	19.71	29.44	11	0	a							30	
UNI_C-7427	678285170222	3	22.21	19.94	29.79	11	0	a							30	
UNI_S-0110	678285600019	3	11.25	10.15	14.91	11	0	a							30	
UNI_8CH-66	678285280020	3	43.81	39.22	59.1	11	0	a							30	
UNI_C-7610	678285170710	3	32.49	29.11	43.73	11	0	a							30	
UNI_C-8475	678285180160	3	34.87	31.24	46.96	11	0	a							30	
UNI_7CH-50	678285270052	3	39.08	35.0	52.68	11	0	a							30	
UNI_S-7160	678285600248	3	13.67	12.31	18.2	11	0	a							30	
UNI_7CH-40	678285270038	3	35.17	31.51	47.38	11	0	a							30	
UNI_C-7685	678285171199	3	54.87	49.1	74.11	11	0	a							30	
UNI_C-4440	678285140362	3	27.0	24.21	36.28	11	0	a							30	
UNI_C-7680	678285170956	3	58.95	52.74	79.64	11	0	a							30	
UNI_C-4449	678285140379	3	24.95	22.39	33.51	11	0	a							30	
UNI_C-9422	678285190398	3	159.38	142.41	215.95	11	0	a							30	
UNI_C-9421	678285190381	3	134.39	120.1	182.03	11	0	a							30	
UNI_6CH-47	678285260053	3	23.2	20.82	31.13	11	0	a							30	
UNI_6CH-45	678285260046	3	27.6	24.75	37.1	11	0	a							30	
UNI_C-3302	678285130035	3	3.74	3.45	4.72	11	0	a							30	
UNI_C-6900	678285160292	3	104.45	93.36	141.39	11	0	a							30	
UNI_UHD-SR70	678285190282	3	44.44	39.79	59.96	11	0	a							30	
UNI_C-5349	678285150071	3	38.73	34.69	52.2	11	0	a							30	
UNI_C-5346	678285150064	3	24.58	22.05	33.0	11	0	a							30	
UNI_C-5402	678285150149	3	21.97	19.73	29.46	11	0	a							30	
UNI_C-5404	678285150156	3	38.69	34.65	52.15	11	0	a							30	
UNI_C-5405	678285150163	3	39.77	35.61	53.61	11	0	a							30	
UNI_C-4625	678285140515	3	17.58	15.8	23.5	11	0	a							30	
UNI_C-8600	678285180177	3	45.0	40.29	60.72	11	0	a							30	
UNI_C-6622	678285160193	3	33.41	29.94	44.98	11	0	a							30	
UNI_7CH-502	678285270069	3	39.08	35.0	52.68	11	0	a							30	
UNI_S-0160	678285600064	3	13.67	12.31	18.2	11	0	a							30	
