part_number,title,price,oem,upc,manufacturer
V20-331S,"Ortega Valve O-Ring Set 1 1/2"" ",$1.91,,811636020498,Val-Pak
V20-331,"Ortega Valve O-Ring Set 1 1/2"" (25/Bag)",$1.27,,811636020498,Val-Pak
V20-332S,"Ortega Valve O-Ring Set 2"" ",$1.91,,811636020504,Val-Pak
V20-332,"Ortega Valve O-Ring Set 2"" (25/Bag)",$1.27,,811636020504,Val-Pak
V20-339,Spa Check Valve (White),$11.62,,811636020559,Val-Pak
V20-340,Spa Check Valve (Black),$11.62,,811636020566,Val-Pak
V20-341,Spa Check Valve (Dark Gray),$11.62,,811636020573,Val-Pak
V20-342,Spa Check Valve (Light Gray),$11.62,,811636020580,Val-Pak
V20-343,Spa Check Valve Slip (White),$13.26,,811636020597,Val-Pak
V20-344,Spa Check Valve Slip (Black),$13.26,,,Val-Pak
V20-345,Spa Check Valve Slip (Dark Gray),$13.26,,811636020603,Val-Pak
V20-346,Spa Check Valve Slip (Light Gray),$13.26,,811636020610,Val-Pak
V20-350,"1"" Spa Return Line Check Valve",$13.50,10647,811636020634,Val-Pak
,Sta-Rite Pump Parts,,,,Val-Pak
V26-380,Max-E-Glas/Dura-Glas Seal Plate,$45.90,C203-193P,811636021433,Val-Pak
V26-381,Max-E-Glas/Dura-Glas Tank Body (Volute),$38.76,C176-47P1,811636021440,Val-Pak
V26-363,"6"" Trap Cover",$20.95,16920-0011,811636021327,Val-Pak
V26-366S,"6"" Trap Cover O-Ring ",$1.84,,811636021341,Val-Pak
V26-366,"6"" Trap Cover O-Ring (12/Bag)",$1.22,16920-0012,811636021341,Val-Pak
V26-361,"5"" Max-E-Glas/Dura-Glas Trap Cover",$14.64,C3-139P1,811636021303,Val-Pak
V26-360S,"5"" Max-E-Glas/Dura-Glas Trap Cover O-Ring ",$1.88,,811636021297,Val-Pak
V26-360,"5"" Max-E-Glas/Dura-Glas Trap Cover O-Ring (12/Bag)",$1.25,U9-229,811636021297,Val-Pak
V26-362,Max-E-Pro/Dura-Glas II Trap Cover,$14.98,C3-185P,811636021310,Val-Pak
V26-365S,Max-E-Pro/Dura-Glas II Trap Cover O-Ring ,$1.95,,811636021334,Val-Pak
V26-365,Max-E-Pro/Dura-Glas II Trap Cover O-Ring (12/Bag),$1.31,U9-375,811636021334,Val-Pak
V26-375,Dura-Glas 1/2 Horsepower Impeller ,$19.67,C105-92PS,811636021389,Val-Pak
V26-376,Dura-Glas 3/4 Horsepower Impeller ,$19.67,C105-138PEBA,811636021396,Val-Pak
V26-377,Dura-Glas 1 Horsepower Impeller ,$20.86,C105-137PEBA,811636021402,Val-Pak
V26-378,Dura-Glas 1-1/2 Horsepower Impeller ,$24.44,C105-137PDBA,811636021419,Val-Pak
V26-379,Dura-Glas 2 Horsepower Impeller ,$24.44,C105-137PDA,811636021426,Val-Pak
V26-370S,Max-E-Glas II & Max-E-Pro Pump Basket ,$9.26,,811636021365,Val-Pak
V26-370,Max-E-Glas II & Max-E-Pro Pump Basket (16/Box),$6.17,C8-58P,811636021365,Val-Pak
V26-372S,"6"" Sta-Rite Pump Basket",$13.37,,811636021372,Val-Pak
V26-372,"6"" Sta-Rite Pump Basket",$8.91,,811636021372,Val-Pak
V40-465S,"Dura-Glas/Max-E-Glas 5"" Pump Basket",$9.68,,811636023383,Val-Pak
V40-465,"Dura-Glas/Max-E-Glas 5"" Pump Basket (16/Box)",$7.74,C108-33P,811636023383,Val-Pak
V26-354S,Dura-Glas Seal Plate O-Ring ,$2.97,,811636021242,Val-Pak
V26-354,Dura-Glas Seal Plate O-Ring (12/Bag),$1.97,U9-228A,811636021242,Val-Pak
V26-359S,Dura-Glas Trap Gasket Rubber ,$1.91,,811636021280,Val-Pak
V26-359,Dura-Glas Trap Gasket Rubber (12/Bag),$1.30,C20-123,811636021280,Val-Pak
V26-367,Max-E-Glas/Dura-Glas Diffuser 3/4 to 2 HP (Full Rated),$7.84,C1-200PA,811636021358,Val-Pak
V26-368S,Diffuser O-Ring ,$0.69,,,Val-Pak
V26-368,Diffuser O-Ring (12/Bag),$0.46,U9-226,,Val-Pak
V26-352S,Impeller Locking Screw ,$3.14,,811636021235,Val-Pak
V26-352,Impeller Locking Screw (10/Bag),$2.09,C30-12,811636021235,Val-Pak
V26-351,Dura-Glas Clamp,$31.00,C19-37A,811636021228,Val-Pak
V26-358,Dura-Glas Clamp Knob,$4.24,WC36-22,811636021273,Val-Pak
V26-334,C3-67 Cast Iron Adapter,$35.30,,,Val-Pak
V26-333,C3-66D Copper Liner F Series,$32.47,,811636021204,Val-Pak
,Sta-Rite Filter Parts,,,,Val-Pak
V26-100,Sta-Rite System 3 Air Relief & Gauge Assembly,$22.90,24850-0105,8.11636E+11,Val-Pak
V26-335,"1/4"" S.S. Through Rod - 24 7/8""",$13.98,WC-30-39,,Val-Pak
V26-350,"1/4""-20 S.S. All Thread Rod - 36""",$14.75,,811636021211,Val-Pak
V26-347,"Piston, Cap & Handle 1 1/2"" O/S",$169.02,WC-158-3,,Val-Pak
V26-357,"Piston, Cap & Handle 1 1/2"" N/S",$169.02,WC-158-5,,Val-Pak
V26-349,"Piston, Cap & Handle 2"" ",$200.32,WC-158-6,,Val-Pak
V26-348,"Piston, Cap & Handle 1 1/2"" - 3 Puck",$206.58,WC-158-12,,Val-Pak
V26-500,"Duetta Piston Shaft 2"" - Brass, 15 3/4""",$65.10,,811636021457,Val-Pak
V26-339S,"Piston O-Ring Set 1 1/2"" O/S ",$2.54,,,Val-Pak
V26-339,"Piston O-Ring Set 1 1/2"" O/S (25/Bag)",$1.66,,,Val-Pak
V26-340S,"Piston O-Ring Set 1 1/2"" 3-Puck ",$2.49,,,Val-Pak
V26-340,"Piston O-Ring Set 1 1/2"" 3-Puck (25/Bag)",$1.66,,,Val-Pak
V26-341S,"Piston O-Ring Set 2"" (25/Bag)",$2.49,,,Val-Pak
V26-341,"Piston O-Ring Set 2"" (25/Bag)",$1.66,,,Val-Pak
V26-355,"18"" Tank Clamp (2-Pieces)",$67.04,WC-219-13,811636021266,Val-Pak
,Swimquip Pump & Filter Parts,,,,Val-Pak
V22-112S,Pump Shaft ,$18.20,,811636021105,Val-Pak
V22-112,Pump Shaft (5/Bag),$14.56,16800-29,811636021105,Val-Pak
V22-111,4D Element Retaining Rod S.S.,$10.56,23900-0039,811636021099,Val-Pak
V22-123,DES-36 Filter Clamp,$104.39,24700-0594,811636021198,Val-Pak
V22-113,"Piston & Shaft 1 1/2"" - 15 1/4"" Long",$67.55,14819-11,811636021112,Val-Pak
V22-114,"Piston & Shaft 2"" - 15 1/4"" Long",$67.55,14823-11,811636021129,Val-Pak
V22-115S,"Piston O-Ring Set 1 1/2"" ",$2.49,,811636021136,Val-Pak
V22-115,"Piston O-Ring Set 1 1/2"" (25/Bag)",$1.66,,811636021136,Val-Pak
V22-116S,"Piston O-Ring Set 2"" ",$2.49,,811636021143,Val-Pak
V22-116,"Piston O-Ring Set 2"" (25/Bag)",$1.66,,811636021143,Val-Pak
V22-121S,"Plastic Piston O-Ring Set 2"" ",$2.97,,811636021174,Val-Pak
V22-121,"Plastic Piston O-Ring Set 2"" (25/Bag)",$1.98,,811636021174,Val-Pak
V22-118S,"Spring Pin 1/8"" x 9/16"" S.S. ",$1.74,,,Val-Pak
V22-118,"Spring Pin 1/8"" x 9/16"" S.S. (50/Bag)",$1.15,,,Val-Pak
V22-119S,"Spring Pin 1/8"" x 7/8"" S.S. ",$1.74,,811636021167,Val-Pak
V22-119,"Spring Pin 1/8"" x 7/8"" S.S. (50/Bag)",$1.15,,811636021167,Val-Pak
,Swimquip Skimmer Parts,,,,Val-Pak
V22-110S,U3 Skimmer Basket ,$13.00,08650-0007,811636020085,Val-Pak
V22-110,U3 Skimmer Basket (28/Box),$10.40,08650-0007,811636020085,Val-Pak
V22-110HS,U3 Skimmer Basket Handle ,$2.87,,,Val-Pak
V22-110H,U3 Skimmer Basket Handle (10/Bag),$1.90,,,Val-Pak
V22-109W,U3 Skimmer Lid White,$5.10,08650-0058,811636021082,Val-Pak
V22-109G,U3 Skimmer Lid Gray,$5.10,08650-0058C,811636021044,Val-Pak
V22-109T,U3 Skimmer Lid Tan,$5.10,08650-0158,811636021075,Val-Pak
V22-109R,U3 Skimmer Lid Red,$5.10,,811636021068,Val-Pak
V22-109GR,U3 Skimmer Lid Green,$5.10,,811636021051,Val-Pak
V22-100,U3 Brass Skimmer Lid & Ring w/Screws,$238.32,,811636021037,Val-Pak
V22-100-1,U3 Brass Skimmer Lid & Ring w/out Screws,$238.32,,811636021037,Val-Pak
V22-100-2,U3 Brass Skimmer Lid  w/Screws,$120.99,,811636021037,Val-Pak
V22-100-3,U3 Brass Skimmer Lid w/Out Screws,$120.99,,811636021037,Val-Pak
V22-600,"19"" Swim Quip Skimmer Lid",$199.86,,,Val-Pak
,Swimrite Pump & Filter Parts,,,,Val-Pak
V30-465,"5"" Brass Lid O-Ring",$1.55,,,Val-Pak
V30-442,"7"" S.S. Pot Clear Lid - 7"" Dia",$35.46,397048,811636021556,Val-Pak
V30-443,"7"" Clamp for S.S. Pot ",$36.88,,,Val-Pak
V30-451,"7"" Noryl Pot Clear Lid - 6 1/4"" Dia",$32.63,,,Val-Pak
V30-449S,Pump Shaft with O-Ring ,$27.02,,811636021587,Val-Pak
V30-449,Pump Shaft with O-Ring (5/Bag),$21.62,,811636021587,Val-Pak
V30-411,"Piston, Cap & Handle 1 1/2"" - O/S, (Short)",$139.01,30-828-782,,Val-Pak
V30-413,"Piston, Cap & Handle 1 1/2"" - N/S, (Long)",$139.01,30-828-780,,Val-Pak
V30-417,"Piston, Cap & Handle 2"" ",$156.03,30-828-783,,Val-Pak
V30-422S,"Piston O-Ring Set 1 1/2"" O/S, N/S ",$2.49,,811636021549,Val-Pak
V30-422,"Piston O-Ring Set 1 1/2"" O/S, N/S (25/Bag)",$1.66,,811636021549,Val-Pak
V30-423S,"Piston O-Ring Set 2"" ",$2.49,,,Val-Pak
V30-423,"Piston O-Ring Set 2"" (25/Bag)",$1.66,,,Val-Pak
V30-450S,"1/8"" x 3/4"" Spring Pin S.S. ",$1.74,,,Val-Pak
V30-450,"1/8"" x 3/4"" Spring Pin S.S. (50/Bag)",$1.15,,,Val-Pak
V30-126,"1 1/2"" Manifold",$50.01,,811636021525,Val-Pak
V30-127,"2"" Manifold",$50.01,,811636021532,Val-Pak
V30-444,"PA Brass Center Rod, 24sq. ft.",$13.90,,,Val-Pak
V30-445,"PA Brass Center Rod, 36sq. ft.",$13.90,,,Val-Pak
V30-446,"PA Brass Center Rod, 48sq. ft.",$13.90,,811636021563,Val-Pak
V30-447,"PA Brass Center Rod, 60sq. ft.",$17.54,,811636021570,Val-Pak
V30-448,"PA Brass Center Rod, 72sq. ft.",$17.53,,,Val-Pak
V30-502S,"1/4""-20 Brass Nut ",$2.07,,,Val-Pak
V30-502,"1/4""-20 Brass Nut (25/Bag)",$1.38,,,Val-Pak
V30-503S,"1/4""-28 Brass Nut ",$2.04,,811636021594,Val-Pak
V30-503,"1/4""-28 Brass Nut (25/Bag)",$1.38,,811636021594,Val-Pak
V30-431,"Satellite Underdrain 1 1/2"" ",$68.23,28-828-748,,Val-Pak
V30-432,"Satellite Underdrain 2"" ",$68.23,28-828-754,,Val-Pak
V30-480,"Satellite 24"" Tank O-Ring",$12.90,,,Val-Pak
,Miscellaneous Parts,,,,Val-Pak
V50-005,Algae Gun (water pressure cleaning tool),$14.95,,811636028067,Val-Pak
V50-125,"Hydrostatic Relief Valve 1.5"" Brass",$51.40,,8.11636E+11,Val-Pak
V22-999,Swim Quip S.S. Adaptor Plate W/Float & Basket,$166.93,,811636027213,Val-Pak
V50-105S,Baker Hydro Skimmer Basket,$13.92,,811636022546,Val-Pak
V50-105,Baker Hydro Skimmer Basket (12/Box),$11.14,51B1026,811636022546,Val-Pak
V50-200,Tool Caddy (min order 24),$31.82,,811636024168,Val-Pak
V50-204,Tool Caddy (order in multiples of 4/box),$33.94,,811636024168,Val-Pak
V40-111S,Dow 111 Silicone Grease - 5.3oz ,$20.87,,811636023079,Val-Pak
V40-111,Dow 111 Silicone Grease - 5.3oz (12/Box),$16.69,,811636023079,Val-Pak
V40-400S,EZ Clor Winterizing Plugs ,$0.83,,811636023130,Val-Pak
V40-400,EZ Clor Winterizing Plugs (100/Bag),$0.55,,811636023130,Val-Pak
V42-102,1 lb. 50/50 Solder,$16.85,,,Val-Pak
V42-103,1 lb. 50/50 Solder (50/Box),$15.57,,,Val-Pak
V50-202S,Zinc Ball ,$12.26,,811636024175,Val-Pak
V50-202,Zinc Ball (25/Box),$8.18,,811636024175,Val-Pak
V65-100,"Wet Industries 6"" Clear Lid - 6 1/2"" Dia",$27.42,,811636024434,Val-Pak
V65-101,"Wet Industries 6"" Pump Basket",$13.15,,811636024441,Val-Pak
V65-102,"Wet Industries 6"" Pump Clamp, S.S",$38.12,,811636024458,Val-Pak
V65-103,"6"" Pump Lid O-Ring ",$1.38,,811636024465,Val-Pak
V65-104,Manifold Wet M-180,$36.81,,811636024472,Val-Pak
V65-105,Hold Down Cap,$7.22,,811636024489,Val-Pak
V65-106,Center Rod M-180,$13.77,,811636027220,Val-Pak
V65-107,"Wet Trap 6""",$72.43,,811636024496,Val-Pak
V65-108,Seal Kit Wet Pump,$39.44,,811636024502,Val-Pak
V65-109,"Wet Trap 6"" Assembly",$144.60,,811636024519,Val-Pak
V65-110,"3"" Brass Deck Drain Grate",$19.55,,811636027237,Val-Pak
V65-111,"4"" Brass Deck Drain Grate",$23.47,,811636024526,Val-Pak
V65-112,Wet Noryl Bracket,$53.71,,811636024533,Val-Pak
V65-114,Wet Pump Base,$22.97,,811636027244,Val-Pak
V65-120,"3"" Plastic Drain Cover",$1.54,,811636024540,Val-Pak
V65-120-T,"3"" Plastic Drain Cover Tan",$1.81,,811636024571,Val-Pak
V65-120-G,"3"" Plastic Drain Cover Gray",$1.81,,811636024557,Val-Pak
V65-120-R,"3"" Plastic Drain Cover Red",$1.81,,811636024564,Val-Pak
V50-110S,"Quick Change V-Clip, Black ",$0.34,,811636024069,Val-Pak
V50-110,"Quick Change V-Clip, Black (100/Bag)",$0.23,,811636024069,Val-Pak
V50-111S,"Quick Change V-Clip, White ",$0.34,,811636024076,Val-Pak
V50-111,"Quick Change V-Clip, White (100/Bag)",$0.23,,811636024076,Val-Pak
V50-113S,"10"" x 15"" Molded Skimmer Cover ",$29.10,,811636024083,Val-Pak
V50-113,"10"" x 15"" Molded Skimmer Cover (10/Box)",$23.28,,811636024083,Val-Pak
V50-120S,Inverted Strainer Basket ,$15.90,,811636024151,Val-Pak
V50-120,Inverted Strainer Basket (28/Box),$10.59,,811636024151,Val-Pak
V50-114S,Handle Grip ,$3.26,,811636024090,Val-Pak
V50-114,Handle Grip (12/Box),$2.17,,811636024090,Val-Pak
V50-116,PB-4 Booster Pump Impeller,$11.19,P-15,811636024144,Val-Pak
V50-300S,Waterway Skimmer Basket ,$15.75,,811636024182,Val-Pak
V50-300,Waterway Skimmer Basket (28/Box),$10.50,1593240,811636024182,Val-Pak
V50-400,"18"" Leaf Master Fine Mesh Bag",$9.78,,811636024205,Val-Pak
V50-401,"36"" Leaf Master Fine Mesh Bag",$18.02,,811636024212,Val-Pak
V50-402,"36"" Hammer Head & Aqua Vac Fine Mesh Bag",$26.01,,,Val-Pak
V50-600S,Rainbow/Hayward Large Cannister Basket ,$23.69,,811636024229,Val-Pak
V50-600,Rainbow/Hayward Large Cannister Basket (9/Box),$18.95,,811636024229,Val-Pak
V50-117S,PB-4 Volute O-Ring ,$1.27,,,Val-Pak
V50-117,PB-4 Volute O-Ring (12/Bag),$0.84,,,Val-Pak
V40-100S,PS-100 S.S. Pump Seal,$6.27,,,Val-Pak
V40-100,PS-100 S.S. Pump Seal (50/Bag),$4.18,,,Val-Pak
V40-200S,PS-200 S.S. Pump Seal,$6.30,,,Val-Pak
V40-200,PS-200 S.S. Pump Seal (50/Bag),$4.29,,,Val-Pak
V40-201S,PS-201 S.S. Pump Seal,$6.85,,,Val-Pak
V40-201,PS-201 S.S. Pump Seal (50/Bag),$4.57,,,Val-Pak
V40-501,PS-501 S.S. Pump Seal,$5.86,,,Val-Pak
V40-300S,PS-1000 S.S. Pump Seal,$8.25,,811636023123,Val-Pak
V40-300,PS-1000 S.S. Pump Seal (50/Bag),$5.50,,811636023123,Val-Pak
V40-301,PS-1000 S.S. Pump Seal (Viton),$24.97,,811636026872,Val-Pak
V40-360,PS-360 S.S. Pump Seal,$9.94,,,Val-Pak
V40-118,Trap Gasket (G-57),$1.38,,811636023116,Val-Pak
